Country_of_Origin,Region,Harvest_Year,Variety,Processing_Method,altitude_mean_meters,Total_Cup_Points
Brazil,monte carmelo,2013,Catuai,Natural / Dry,,81.17
Mexico,tapachula,2012,Typica,Natural / Dry,1800.0,81.17
Guatemala,oriente,2012,Caturra,Washed / Wet,1450.0,81.17
Brazil,south of minas,2012,Mundo Novo,Natural / Dry,1000.0,81.17
Brazil,alta paulista (sao paulo),2016,Mundo Novo,Natural / Dry,695.0,81.08
Nicaragua,jinotega,2015,Other,Washed / Wet,1100.0,81.08
"Tanzania, United Republic Of","iwala village, mbeya rural",2014,Other,Washed / Wet,1456.0,81.08
Costa Rica,naranjo,2014,Caturra,Washed / Wet,1500.0,81.08
United States (Puerto Rico),yauco region,2013,Other,Washed / Wet,853.44,81.08
Mexico,san fernando,2012,Typica,Washed / Wet,1650.0,81.08
Mexico,santo reyes nopala,2012,Typica,Washed / Wet,1300.0,81.08
Mexico,santa maria sitepec,2012,Typica,Washed / Wet,1642.0,81.08
Mexico,talpa de allende,2012,Typica,Washed / Wet,1200.0,81.08
United States (Hawaii),,2012,Hawaiian Kona,Washed / Wet,,81.08
Brazil,grama valley,,Bourbon,Pulped natural / honey,,81.0
El Salvador,apaneca,2017,Bourbon,Washed / Wet,1450.0,81.0
Brazil,grama valley,2016,Yellow Bourbon,Pulped natural / honey,,81.0
Guatemala,norte,2016,Bourbon,Washed / Wet,3280.0,81.0
Colombia,guayata,2016,Caturra,Washed / Wet,1600.0,81.0
Guatemala,oriente,2015,Bourbon,Washed / Wet,1219.2,81.0
Taiwan,"dongshan dist., tainan city 臺南市東山區",2015,Typica,Washed / Wet,758.0,81.0
Honduras,san marcos,2014,Caturra,Natural / Dry,1350.0,81.0
Brazil,cerrado,2014,Mundo Novo,Natural / Dry,,81.0
"Tanzania, United Republic Of",arusha,2014,Other,Washed / Wet,1525.0,81.0
Uganda,eastern,2013,SL14,Natural / Dry,1700.0,81.0
Taiwan,nantou,2013,Typica,Semi-washed / Semi-pulped,1100.0,81.0
Mexico,"motozintla, chiapas",2012,Other,Washed / Wet,950.0,81.0
Mexico,adolfo lopez mateos,2012,Typica,Washed / Wet,1100.0,81.0
Taiwan,taiwan,2017,Other,Washed / Wet,200.0,80.92
Guatemala,oriente,2017,Bourbon,Washed / Wet,1901.0,80.92
Kenya,kiambu,2017,SL28,Washed / Wet,1600.0,80.92
Mexico,veracruz,2017,Bourbon,Washed / Wet,1100.0,80.92
Myanmar,pyinoolwin,2015,Other,Other,1066.8,80.92
United States (Hawaii),kona,2014,Hawaiian Kona,Natural / Dry,,80.92
"Tanzania, United Republic Of","manyara, karatu",2014,Other,Washed / Wet,1700.0,80.92
Brazil,mantiqueira de minas,2014,Yellow Bourbon,Natural / Dry,1200.0,80.92
Taiwan,台中新社,2014,Typica,Washed / Wet,550.0,80.92
Brazil,south of minas,2014,Bourbon,Natural / Dry,1100.0,80.92
Nicaragua,matagalpa,2013,Caturra,Washed / Wet,1050.0,80.92
Guatemala,jalapa,2014,Pacas,Washed / Wet,1524.0,80.92
Taiwan,taichung taiping 台中市太平區,2013,Typica,Washed / Wet,900.0,80.92
Taiwan,nantou,2013,Typica,Other,688.0,80.92
Taiwan,new taipei zhonghe 新北市中和區,2013,Typica,Washed / Wet,300.0,80.92
Mexico,ixhuatlan del cafe,2012,Typica,Washed / Wet,1186.0,80.92
Laos,"paksong,laos",2016,Catimor,Washed / Wet,1300.0,80.83
Guatemala,orient,2013,Caturra,Washed / Wet,1200.0,80.83
Mexico,motozintla,2012,Catuai,Semi-washed / Semi-pulped,1210.0,80.83
Mexico,oaxaca,2012,Typica,Washed / Wet,1100.0,80.83
United States (Hawaii),kona,2012,Hawaiian Kona,Washed / Wet,,80.83
Myanmar,ywar ngan,2015,Catuai,Washed / Wet,3825.0,80.75
Guatemala,huehuetenango,2015,Caturra,Washed / Wet,1706.88,80.75
Honduras,"siguatepeque, comayagua",2015,Caturra,Natural / Dry,1450.0,80.75
Panama,boquete,2014,Caturra,Other,1680.0,80.75
Honduras,marcala,2015,Catuai,Washed / Wet,1350.0,80.75
Honduras,central region,2015,Catuai,Natural / Dry,1450.0,80.75
Costa Rica,san ramon,2014,Caturra,Washed / Wet,1300.0,80.75
Mexico,oaxaca,2012,Typica,Washed / Wet,1200.0,80.75
Haiti,haiti,2012,Typica,Washed / Wet,1000.0,80.75
Taiwan,taiwan,2016,Typica,Other,,80.67
Guatemala,antigua,2015,Bourbon,Washed / Wet,1500.0,80.67
Malawi,southern- zomba,2014,Caturra,Washed / Wet,995.0,80.67
Mexico,"el desmoronado, talpan de allende jalisco",2014,Typica,Washed / Wet,1200.0,80.67
Colombia,santander,2014,Caturra,Natural / Dry,1550.0,80.67
Guatemala,"san lucas toliman, solola",2013,Bourbon,Washed / Wet,1550.0,80.67
Guatemala,oriente,2012,Bourbon,Washed / Wet,,80.67
Guatemala,oriente,2012,Bourbon,Washed / Wet,,80.67
"Tanzania, United Republic Of",arusha,2014,Other,Washed / Wet,1400.0,80.58
Brazil,south of minas,2014,Bourbon,Semi-washed / Semi-pulped,1200.0,80.58
Honduras,occidental,2014,Caturra,Washed / Wet,1400.0,80.58
Guatemala,huehuetenango,2014,Bourbon,Natural / Dry,1383.792,80.58
Guatemala,santa rosa,2017,Caturra,Washed / Wet,1500.0,80.5
Honduras,ocotepeque,2017,Catuai,Washed / Wet,1650.0,80.5
Brazil,vale da grama,2015,Yellow Bourbon,Semi-washed / Semi-pulped,1250.0,80.5
Myanmar,pyin oo lwin,2015,Other,Washed / Wet,3800.0,80.5
Guatemala,oriente,2014,Other,Washed / Wet,1219.2,80.5
Brazil,mantiqueira de minas,2013,Yellow Bourbon,Semi-washed / Semi-pulped,1250.0,80.5
United States (Hawaii),kona,2013,Hawaiian Kona,Natural / Dry,,80.5
Guatemala,huehuetenango,2013,Bourbon,Washed / Wet,1859.28,80.5
Mexico,zaragoza itundujia,2012,Typica,Washed / Wet,1450.0,80.5
Taiwan,南投國姓,2014,Typica,Washed / Wet,600.0,80.42
El Salvador,"department of ahuachapan, municipality of apanecallamatepec mountain",2013,Bourbon,Washed / Wet,1450.0,80.42
China,yunnan,2013,Other,Washed / Wet,1700.0,80.42
Taiwan,nantou,2013,Typica,Washed / Wet,600.0,80.42
Mexico,pochutla,2012,Typica,Washed / Wet,1050.0,80.42
Mexico,la concordia,2012,Caturra,Washed / Wet,1550.0,80.42
"Tanzania, United Republic Of",mkuu rombo,2015,Bourbon,Washed / Wet,1700.0,80.33
"Tanzania, United Republic Of",arusha,2014,Other,Washed / Wet,,80.33
Taiwan,taichung xinshe 台中市新社區,2013,Yellow Bourbon,Other,600.0,80.33
Guatemala,oriente,2013,Bourbon,Washed / Wet,1310.64,80.33
Mexico,chilón,2012,Typica,Semi-washed / Semi-pulped,940.0,80.33
United States (Hawaii),kona,2012,Hawaiian Kona,Washed / Wet,,80.33
Brazil,cerrado - monte carmelo - minas gerais,2017,Catuai,Natural / Dry,995.0,80.25
Honduras,comayagua,2016,Caturra,Natural / Dry,1400.0,80.25
Mexico,sierra madre occidental,2016,Caturra,Washed / Wet,1600.0,80.25
Myanmar,"yauk sauk, shan state",2015,Other,Natural / Dry,914.4,80.25
Myanmar,ywar ngan,2014,Catuai,Natural / Dry,4287.0,80.25
Nicaragua,matagalpa,2015,Caturra,Washed / Wet,900.0,80.25
United States (Hawaii),kona,2014,Hawaiian Kona,Natural / Dry,,80.25
Colombia,,2012,Typica,Washed / Wet,,80.25
Taiwan,chiayi fanlu嘉義縣番路鄉,2013,Typica,Semi-washed / Semi-pulped,700.0,80.25
Guatemala,oriente,2012,Caturra,Washed / Wet,1400.0,80.25
Mexico,"calnali, hidalgo",2012,Caturra,Washed / Wet,808.0,80.25
Vietnam,dala,2017,Catimor,Other,1550.0,80.17
Nicaragua,jinotega,2015,Caturra,Washed / Wet,1187.5,80.17
Honduras,marcala,2015,Catuai,Washed / Wet,1400.0,80.17
Guatemala,oriente,2013,Bourbon,Washed / Wet,1310.64,80.17
Mexico,coatepec,2012,Typica,Washed / Wet,1250.0,80.17
Mexico,zaragoza itundujia,2012,Typica,Washed / Wet,1550.0,80.17
Mexico,veracruz,2012,Bourbon,Washed / Wet,1000.0,80.17
Guatemala,oriente,2012,Bourbon,Washed / Wet,1310.64,80.17
Brazil,mantiqueira de minas,2017,Bourbon,Pulped natural / honey,1100.0,80.08
Taiwan,苗栗泰安,2014,Typica,Washed / Wet,850.0,80.08
Taiwan,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,2013,Typica,Other,200.0,80.08
Taiwan,changhua baguashan 彰化市八卦山,2013,Typica,Semi-washed / Semi-pulped,250.0,80.08
Mexico,zaragoza itundujia,2012,Typica,Washed / Wet,1300.0,80.08
Mexico,escuitla,2012,Typica,Washed / Wet,1300.0,80.08
Nicaragua,jinotega,2017,Caturra,Washed / Wet,1250.0,80.0
Myanmar,"doe kwin, pyin oo lwin",2015,Other,Washed / Wet,3845.0,80.0
Mexico,"sierra fraylesca, chiapas",2014,Typica,Washed / Wet,1400.0,80.0
Taiwan,changhua baguashan 彰化市八卦山,2013,Typica,Washed / Wet,250.0,80.0
Mexico,coatepec,2012,Typica,Washed / Wet,1250.0,80.0
Mexico,san miguel del puerto,2012,Other,Washed / Wet,1100.0,80.0
United States (Hawaii),kona,2014,Hawaiian Kona,Natural / Dry,,79.92
Mexico,chiapas,2013,Bourbon,Washed / Wet,1300.0,79.92
Mexico,"motozintla, chiapas",2012,Other,Washed / Wet,1100.0,79.92
Mexico,veracruz,2012,Bourbon,Washed / Wet,1100.0,79.92
Mexico,jaltenango,2012,Catuai,Washed / Wet,1100.0,79.92
Mexico,coatepec,2012,Typica,Natural / Dry,1250.0,79.92
Mexico,veracruz,2012,Mundo Novo,Washed / Wet,1250.0,79.92
Guatemala,san marcos,2017,Bourbon,Washed / Wet,1700.0,79.83
Nicaragua,jinotega,2014,Caturra,Washed / Wet,1250.0,79.83
Mexico,veracruz,2012,Typica,Washed / Wet,1300.0,79.83
United States (Hawaii),kona,2012,Hawaiian Kona,Natural / Dry,,79.83
Taiwan,"taiwu township , pingtung county 屏東縣泰武鄉",2014,Typica,Natural / Dry,1000.0,79.75
Taiwan,"baihe dist., tainan city 臺南市白河區",2013,Typica,Washed / Wet,600.0,79.75
Costa Rica,brunca,2013,Catuai,Washed / Wet,1100.0,79.75
Mexico,"la concordia, chiapas",2013,Typica,Washed / Wet,1400.0,79.75
Mexico,chiapas,2013,Bourbon,Washed / Wet,1022.0,79.75
Mexico,chiapas,2013,Bourbon,Washed / Wet,1300.0,79.75
Mexico,zaragoza itundujia,2012,Bourbon,Washed / Wet,1450.0,79.75
Mexico,pochutla,2012,Typica,Washed / Wet,1050.0,79.75
Guatemala,antigua,2012,Bourbon,Washed / Wet,,79.75
Mexico,tuxtla gutierrez,2012,Typica,Washed / Wet,1100.0,79.75
Guatemala,oriente,2016,Bourbon,Washed / Wet,1219.2,79.67
El Salvador,cacahuatique,2016,Bourbon,Washed / Wet,1250.0,79.67
Guatemala,oriente,2013,Bourbon,Washed / Wet,1310.64,79.67
Mexico,"la concordia, chiapas",2013,Typica,Washed / Wet,1400.0,79.67
Mexico,"tenango de doria, hidalgo",2012,Caturra,Washed / Wet,975.0,79.67
Mexico,"coatepec, coatepec",2012,Mundo Novo,Washed / Wet,1264.0,79.67
Mexico,tepetzingo,2012,Typica,Washed / Wet,1250.0,79.58
Mexico,la concordia,2012,Caturra,Washed / Wet,1550.0,79.58
Nicaragua,jinotega,2015,Caturra,Natural / Dry,1050.0,79.5
Taiwan,nantou,2014,Typica,Natural / Dry,700.0,79.5
Colombia,cundinamarca,2013,Caturra,Washed / Wet,1550.0,79.5
Mexico,la concordia,2012,Caturra,Washed / Wet,1550.0,79.5
Mexico,"coatepec, coatepec",2012,Typica,Washed / Wet,1100.0,79.5
Guatemala,oriente,2013,Bourbon,Washed / Wet,1219.2,79.42
Guatemala,oriente,2014,Other,Washed / Wet,1219.2,79.42
Mexico,xicotepec de juarez,2012,Typica,Washed / Wet,800.0,79.42
Colombia,pereira,2013,Caturra,Washed / Wet,1200.0,79.33
Mexico,zentla,2012,Typica,Washed / Wet,950.0,79.33
Mexico,zentla,2012,Typica,Washed / Wet,750.0,79.33
Guatemala,oriente,2012,Bourbon,Washed / Wet,,79.33
Taiwan,natou county,2014,Typica,Washed / Wet,850.0,79.25
Mexico,veracruz,2012,Bourbon,Washed / Wet,1000.0,79.25
Guatemala,santa rosa,2017,Bourbon,Washed / Wet,1219.2,79.17
Honduras,ocotepeque,2017,Catuai,Washed / Wet,1650.0,79.17
Guatemala,occidente,2016,Bourbon,Washed / Wet,1320.0,79.17
Guatemala,nuevo oriente,2015,Catuai,Washed / Wet,1550.0,79.17
Costa Rica,san rafael,2012,Catuai,Washed / Wet,,79.17
Mexico,zaragoza itundujia,2012,Typica,Washed / Wet,1550.0,79.17
Mexico,yajalon,2012,Typica,Washed / Wet,1450.0,79.17
Mexico,"pluma hidalogo, oaxaca",,Typica,,1200.0,79.17
Guatemala,san marcos,2017,Bourbon,Washed / Wet,1700.0,79.08
United States (Puerto Rico),yauco region,2013,Other,Washed / Wet,853.44,79.08
Mexico,zaragoza itundujia,2012,Typica,Washed / Wet,1500.0,79.08
Mexico,tlacuilotepec,2012,Mundo Novo,Washed / Wet,1100.0,79.08
Mexico,talpa de allende,2012,Typica,Washed / Wet,1200.0,79.08
Guatemala,oriente,2014,Other,Washed / Wet,1219.2,79.0
Honduras,intibuca,2014,Pacas,Washed / Wet,1350.0,79.0
Peru,san ignacio,2012,Typica,Washed / Wet,1400.0,79.0
Mexico,"iliatenco, guerrero",2012,Mundo Novo,Natural / Dry,1300.0,79.0
Mexico,zaragoza itundujia,2012,Typica,Semi-washed / Semi-pulped,1550.0,79.0
Mexico,"la concordia, chiapas",2013,Typica,Washed / Wet,1300.0,78.92
Mexico,zaragoza itundujia,2012,Typica,Washed / Wet,1400.0,78.92
Nicaragua,jalapa,2016,Caturra,Other,1100.0,78.83
Guatemala,oriente,2013,Bourbon,Washed / Wet,1310.64,78.75
Mexico,veracruz,2012,Typica,Washed / Wet,1320.0,78.75
Mexico,veracruz,2012,Typica,Semi-washed / Semi-pulped,1250.0,78.75
Mexico,"ohuapan, tlaltetela",2012,Bourbon,Washed / Wet,1350.0,78.75
China,yunnan,2013,Typica,Washed / Wet,1850.0,78.67
Mexico,yecuatla,2012,Caturra,Washed / Wet,1150.0,78.67
Guatemala,oriente,2014,Other,Washed / Wet,1219.2,78.58
Taiwan,"dongshan dist., tainan city 臺南市東山區",2013,Typica,Washed / Wet,800.0,78.58
Mexico,tapachula,2012,Typica,Washed / Wet,1400.0,78.58
Mexico,cofradia de suchitlan,2012,Typica,Washed / Wet,1300.0,78.58
Mexico,"sierra, chiapas",2014,Bourbon,Washed / Wet,1600.0,78.5
Mexico,villa talea de castro,2012,Typica,Washed / Wet,1400.0,78.5
Mexico,los angeles,2012,Caturra,Washed / Wet,1200.0,78.5
Brazil,monte carmelo,2014,Catuai,Natural / Dry,,78.42
Mexico,zaragoza itundujia,2012,Typica,Washed / Wet,1500.0,78.42
United States (Hawaii),kona,2014,Hawaiian Kona,Natural / Dry,,78.33
Guatemala,oriente,2014,Other,Washed / Wet,1219.2,78.33
Guatemala,oriente,2012,Bourbon,Washed / Wet,1310.64,78.33
Mexico,"xochitonalco, huautla        ",2012,Typica,Natural / Dry,1300.0,78.33
Guatemala,oriente,2012,Bourbon,Washed / Wet,,78.33
United States (Hawaii),kona,2014,Hawaiian Kona,Natural / Dry,,78.25
United States (Hawaii),kona,2012,Hawaiian Kona,Natural / Dry,,78.25
Mexico,cordoba,2012,Typica,Washed / Wet,1050.0,78.08
Taiwan,"台南市東山區( dongshan dist., tainan city)",2016,Yellow Bourbon,Washed / Wet,650.0,78.0
Honduras,intibuca,2014,Pacas,Natural / Dry,1350.0,78.0
United States (Hawaii),kona,2014,Hawaiian Kona,Natural / Dry,,78.0
Guatemala,oriente,2014,Other,Washed / Wet,1219.2,78.0
China,yunnan,2013,Typica,Washed / Wet,1200.0,78.0
Guatemala,oriente,2013,Bourbon,Washed / Wet,1310.64,78.0
Mexico,"motozintla, chiapas",2012,Other,Washed / Wet,850.0,78.0
Costa Rica,occidental,2014,Caturra,Washed / Wet,1200.0,77.92
Mexico,petatlan,2012,Typica,Washed / Wet,1248.0,77.92
Guatemala,oriente,2012,Bourbon,Washed / Wet,,77.92
Guatemala,oriente,2013,Bourbon,Washed / Wet,1310.64,77.83
Taiwan,"dongshan dist., tainan city 臺南市東山區",2012,Typica,Washed / Wet,775.0,77.67
Mexico,coatepec,2012,Typica,Washed / Wet,1300.0,77.5
Guatemala,oriente,2013,Bourbon,Washed / Wet,1310.64,77.42
Brazil,south of minas,2017,Bourbon,Natural / Dry,890.0,77.33
Guatemala,oriente,2014,Other,Washed / Wet,1219.2,77.33
Mexico,zaragoza itundujia,2012,Typica,Washed / Wet,1500.0,77.33
Haiti,"dondon, haiti",2013,Typica,Washed / Wet,825.0,77.25
Mexico,"motozintla, chiapas",2012,Other,Washed / Wet,1200.0,77.17
Peru,san ignacio,2014,Caturra,Washed / Wet,1200.0,77.0
Mexico,"pluma hidalogo, oaxaca",,Typica,,1200.0,76.75
Guatemala,oriente,2012,Bourbon,Washed / Wet,,76.5
Mexico,coatepec,2012,Typica,Washed / Wet,1100.0,76.42
Guatemala,oriente,2012,Bourbon,Washed / Wet,1310.64,76.33
Guatemala,oriente,2011,Bourbon,Washed / Wet,,76.33
United States (Hawaii),kona,2014,Hawaiian Kona,Natural / Dry,,76.25
Mexico,zaragoza itundujia,2012,Typica,Washed / Wet,1400.0,76.17
Indonesia,indonesia,2011,Other,Natural / Dry,3500.0,76.17
Mexico,tepictla,2012,Bourbon,Washed / Wet,1250.0,76.08
Honduras,intibuca,2014,Pacas,Natural / Dry,1350.0,76.0
Guatemala,oriente,2012,Bourbon,Washed / Wet,1310.64,75.58
Guatemala,oriente,2012,Bourbon,Washed / Wet,,75.58
Mexico,ocosingo,2012,Mundo Novo,Washed / Wet,1200.0,75.17
Mexico,,2012,Other,Washed / Wet,1100.0,75.17
Mexico,huautla de jimenez,2012,Typica,Washed / Wet,1280.0,75.17
Mexico,menglian,2012,Typica,Washed / Wet,850.0,75.0
Mexico,zaragoza itundujia,2012,Typica,Washed / Wet,1500.0,74.92
Mexico,coatepec,2012,Typica,Washed / Wet,1250.0,74.83
Guatemala,oriente,2012,Bourbon,Washed / Wet,,74.75
Guatemala,oriente,2012,Bourbon,Washed / Wet,,74.75
Mexico,chiapas,2013,Typica,Washed / Wet,1700.0,74.67
United States (Hawaii),kona,2014,Hawaiian Kona,Natural / Dry,,74.42
Guatemala,oriente,2013,Bourbon,Washed / Wet,1310.64,74.33
Mexico,"chocaman, veracruz",2012,Typica,Washed / Wet,1140.0,74.33
Mexico,xalapa,2012,Typica,Washed / Wet,1200.0,74.0
Mexico,coatepec,2012,Typica,Washed / Wet,1250.0,73.83
United States (Hawaii),kona,2012,Hawaiian Kona,Natural / Dry,,73.67
Honduras,intibuca,2014,Pacas,Washed / Wet,1350.0,73.42
Mexico,sierra alta mixe y zapoteca,2014,Typica,Washed / Wet,1200.0,72.92
United States (Hawaii),kona,2014,Hawaiian Kona,Natural / Dry,,72.58
Costa Rica,occidental,2014,Caturra,Washed / Wet,1200.0,71.75
Mexico,tlatlauquitepec,2012,Mundo Novo,Washed / Wet,800.0,71.08
Mexico,veracruz,2012,Bourbon,Washed / Wet,1800.0,71.0
Mexico,"sierra norte yajalon, chiapas",2014,Typica,Washed / Wet,1000.0,70.75
Honduras,marcala,2014,Catuai,Washed / Wet,1450.0,69.33
Honduras,marcala,2014,Catuai,Washed / Wet,1450.0,69.17
Honduras,marcala,2014,Catuai,Washed / Wet,1450.0,69.17
Mexico,juchique de ferrer,2012,Bourbon,Washed / Wet,900.0,68.33
Haiti,"department d'artibonite , haiti",2012,Typica,Natural / Dry,350.0,67.92
Nicaragua,jalapa,2016,Caturra,Other,1100.0,63.08
Guatemala,nuevo oriente,2012,Catuai,Washed / Wet,1417.32,59.83
